datamodel,section.name,splunk.app.name,request.ui_context,request.ui_edit_view,disabled,display.visualizations.custom.splunk_monitoring_console.heatmap.showtooltip,display.visualizations.custom.splunk_monitoring_console.heatmap.basecolor,display.visualizations.custom.splunk_monitoring_console.heatmap.showlegend,display.visualizations.custom.splunk_monitoring_console.heatmap.showxaxis,display.visualizations.custom.splunk_monitoring_console.heatmap.showyaxis,display.visualizations.custom.splunk_monitoring_console.heatmap.legendtitle,display.visualizations.custom.splunk_monitoring_console.heatmap.xaxis,display.visualizations.custom.splunk_monitoring_console.heatmap.yaxis,search,dispatch.earliest_time,dispatch.latest_time,displayview,enablesched,counttype,relation,quantity,cron_schedule,alert.digest_mode,alert.suppress,alert.track,action.email,action.email.message.alert,action.email.usenssubject,description,display.general.timerangepicker.show,display.general.type,display.page.search.tab,display.visualizations.show,action.correlationsearch,action.correlationsearch.enabled,action.correlationsearch.label,action.email.sendresults,action.notable.param.security_domain,action.notable.param.severity,action.notable.param.rule_title,action.notable.param.rule_description,action.notable.param.nes_fields,action.notable.param.drilldown_name,action.notable.param.drilldown_search,action.notable.param.default_owner,action.notable.param.default_status,action.risk,action.risk.param._risk_object,action.risk.param._risk_object_type,action.risk.param._risk_score,alert.suppress.fields,alert.suppress.period,is_visible,request.ui_dispatch_app,schedule_window,action.notable,action.summary_index._name,dispatch.rt_backfill,action.correlationsearch.related_searches,action.notable.param.drilldown_earliest_offset,action.notable.param.drilldown_latest_offset,action.email.reportserverenabled,action.keyindicator,action.keyindicator.title,action.keyindicator.subtitle,action.keyindicator.value,action.keyindicator.threshold,action.keyindicator.delta,action.keyindicator.invert,action.keyindicator.drilldown_uri,display.general.enablepreview,display.statistics.rownumbers,display.statistics.wrap,display.visualizations.charting.drilldown,display.visualizations.singlevalue.underlabel,display.visualizations.type,action.keyindicator.group.0.name,action.keyindicator.group.0.order,dispatchas,display.visualizations.charting.chart,display.visualizations.charting.chart.nullvaluemode,display.statistics.drilldown,action.swimlane,action.swimlane.title,action.swimlane.color,action.swimlane.constraint_method,action.swimlane.constraint_fields,action.swimlane.drilldown_search,display.page.asset_investigator.0.collection_name,display.page.asset_investigator.0.order,display.page.identity_investigator.0.collection_name,display.page.identity_investigator.0.order,action.summary_index,display.events.fields,display.events.list.wrap,display.events.rownumbers,display.events.type,action.escu,action.escu.enabled,action.escu.mappings,action.escu.eli5,action.escu.how_to_implement,action.escu.known_false_positives,action.escu.creation_date,action.escu.modification_date,action.escu.confidence,action.escu.full_search_name,action.escu.search_type,action.escu.asset_at_risk,action.escu.fields_required,action.escu.providing_technologies,action.escu.analytic_story,action.notable.param.recommended_actions,action.notable.param.next_steps,action.risk.param.verbose,action.escu.earliest_time_offset,action.escu.latest_time_offset,realtime_schedule,action.customsearchbuilder.spec,action.email.to,action.notable.param.extract_assets,action.notable.param.extract_identities,action.escu.data_models,action.email.include.results_link,action.email.include.view_link,action.escu.description,action.customsearchbuilder,action.customsearchbuilder.enabled,action.customsearchbuilder.routine,display.visualizations.chartheight,action.keyindicator.group.1.name,action.keyindicator.group.1.order,action.keyindicator.value_suffix,display.visualizations.charting.axistitley.text,display.visualizations.charting.chart.stackmode,display.visualizations.charting.legend.placement,action.threat_outputlookup,action.threat_outputlookup.collections,action.output_message,action.output_message.param.name,action.output_message.param.msgid,action.output_message.param.fields,action.output_message.param.purge,action.threat_activity,action.threat_activity._threat_match,action.logevent,action.logevent.param.event,action.logevent.param.index,action.logevent.param.source,action.logevent.param.sourcetype,request.ui_dispatch_view,auto_summarize,auto_summarize.dispatch.earliest_time,display.visualizations.custom.type,action.sendmn,alert.severity,action.makestreams.param.verbose,action.nbtstat.param.verbose,action.notable.param.verbose,action.nslookup.param.verbose,action.ping.param.verbose,action.send2uba.param.verbose,action.email.inline,action.email.subject.alert,run_on_startup,display.visualizations.charting.axisy2.enabled,display.visualizations.charting.chart.overlayfields,auto_summarize.cron_schedule,action.email.subject,action.threat_add.param.verbose,dispatch.ttl,action.outputtelemetry,action.outputtelemetry.param.anonymous,action.outputtelemetry.param.support,action.outputtelemetry.param.license,action.outputtelemetry.param.optinrequired,action.outputtelemetry.param.component,action.outputtelemetry.param.input,action.outputtelemetry.param.type,action.action_history,action.action_history.enabled,action.action_history.label,action.action_history.content_type,action.action_history.content,dispatch.indexedrealtime,schedule_priority,alert.expires,action.populate_lookup,action.populate_lookup.dest,run_n_times
[],['ESCU - Detect new API calls from user roles - Rule'],DA-ESS-ContentUpdate-default,,,true,,,,,,,,,"sourcetype=aws:cloudtrail eventType=AwsApiCall errorCode=success userIdentity.type=AssumedRole [search sourcetype=aws:cloudtrail eventType=AwsApiCall errorCode=success  userIdentity.type=AssumedRole | stats earliest(_time) as earliest latest(_time) as latest by userName eventName |  inputlookup append=t previously_seen_api_calls_from_user_roles | stats min(earliest) as earliest, max(latest) as latest by userName eventName | outputlookup previously_seen_api_calls_from_user_roles| eval newApiCallfromUserRole=if(earliest>=relative_time(now(), ""-70m@m""), 1, 0) | where newApiCallfromUserRole=1 | `ctime(earliest)` | `ctime(latest)` | table eventName userName]  |rename userName as user| stats values(eventName) earliest(_time) as earliest latest(_time) as latest by user | `ctime(earliest)` | `ctime(latest)`",-70m@m,-10m@m,,1,number of events,greater than,0,30 * * * *,1,1,,,,,"This search detects new API calls that have either never been seen before or that have not been seen in the previous hour, where the identity type is <code>AssumedRole</code>.",,,,,,1,Detect new API calls from user roles,,endpoint,medium,New API call by $user$ detected,A new API call made by $user$ has been detected. This API activity has either never been seen before or has not been seen within the last hour.,user,,,,,1,user,user,10,user,86400s,false,,auto,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,"{""cis20"": [""CIS 1""], ""nist"": [""ID.AM""]}","The subsearch will execute first and return the user roles and names of the API calls completed within the last hour, where the type of user identity is `AssumedRole`. It then appends the historical data to those results in the lookup file. Next, it recalculates the `earliest` and `latest` fields for each user role, as well as the name of the API call, and returns only those roles and API calls that have first been seen in the past hour. This is combined with the main search to return the values of API calls, name of the user role, and the earliest and latest time of this activity. It is worth noting that the name of the role of a particular user is parsed as ""userName"" in the CloudTrail logs.","You must install the AWS App for Splunk (version 5.1.0 or later) and Splunk Add-on for AWS (version 4.4.0 or later), then configure your CloudTrail inputs. This search works best when you run the ""Previously seen API call per user roles in CloudTrail"" support search once to create a history of previously seen user roles.","It is possible that there are legitimate user roles making new or infrequently used API calls in your infrastructure, causing the search to trigger.",2018-04-01,2018-04-16,medium,ESCU - Detect new API calls from user roles - Rule,detection,AWS Instance,[],"[""AWS""]","[""AWS User Monitoring""]",escu_investigate,"{""version"": 1, ""data"": ""Recommended following steps:nn1.                         [[action|escu_investigate]]: Based on ESCU investigate recommendations:nESCU - Get Notable InfonESCU - Get Notable HistorynESCU - Investigate AWS User Activities by user fieldn""}",0,3600,86400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['Notable - Top Events'],SplunkEnterpriseSecuritySuite-default,,,,,,,,,,,,"| `es_notable_events` | search timeDiff_type=current | stats sparkline(sum(count),30m) as sparkline,sum(count) as count by rule_name | sort 100 - count",-24h@h,now,,,,,,,,,0,,,,,false,statistics,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,0,0,,,,,,,,,row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['Notable - Top Notable Event Sources'],SplunkEnterpriseSecuritySuite-default,,,,,,,,,,,,"| `es_notable_events` | search timeDiff_type=current src!=unknown | stats sparkline(sum(count),30m) as sparkline,dc(rule_name) as correlation_search_count,dc(security_domain) as security_domain_count,sum(count) as count by src | sort 100 - count,correlation_search_count",-24h@h,now,,,,,,,,,0,,,,,false,statistics,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,0,0,,,,,,,,,row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['Notable - Top Notable Event Destinations'],SplunkEnterpriseSecuritySuite-default,,,,,,,,,,,,"| `es_notable_events` | search timeDiff_type=current dest!=unknown | stats sparkline(sum(count),30m) as sparkline,dc(rule_name) as correlation_search_count,dc(security_domain) as security_domain_count,sum(count) as count by dest | sort 100 - count,correlation_search_count",-24h@h,now,,,,,,,,,0,,,,,false,statistics,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,0,0,,,,,,,,,row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['ESS - Notable Events'],SplunkEnterpriseSecuritySuite-default,,,,,,,,,,,,"`notable` | search NOT `suppression` | eval timeDiff_type=case(_time>=relative_time(now(), ""-24h@h""),""current"", 1=1, ""historical"") | expandtoken rule_title | table _time,event_id,security_domain,urgency,rule_name,rule_title,src,dest,src_user,user,dvc,status,status_group,owner,timeDiff_type,governance,control | outputlookup es_notable_events | stats count",-48h@h,+0s,,1,,,,*/5 * * * *,,0,,,,,Maintains a list containing pertinent information for the last 48 hours of notable events,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
"['Splunk_Audit"".""View_Activity']",['Dashboard Views - Action History'],SplunkEnterpriseSecuritySuite-default,,,False,,,,,,,,,"| from datamodel:""Splunk_Audit"".""View_Activity"" | where 'user'!=""-"" | rename app as content.app, view as content.view, uri as content.uri",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Dashboard Viewed,view,"content.view,content.app,content.uri",,,,,,
"['Splunk_Audit"".""Search_Activity']",['Search Tracking - Action History'],SplunkEnterpriseSecuritySuite-default,,,False,,,,,,,,,"| from datamodel:""Splunk_Audit"".""Search_Activity"" | where (search_type==""adhoc"" OR search_type==""realtime"") AND info==""granted"" AND NOT user=""splunk-system-user"" AND NOT LIKE(search, ""No search string available%"") AND (savedsearch_name=""quick-search-manager"" OR isnull(savedsearch_name)) | `per_panel_filter(""ppf_action_history_searches"",""search"")` | rename host as content.host, source as content.source, sourcetype as content.sourcetype, search as content.search, search_type as content.search_type, info as content.info, search_lt as content.latest, search_et as content.earliest, search_id as content.sid",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Search Run,search,"content.host,content.source,content.sourcetype,content.search,content.search_type,content.info,content.sid,content.earliest,content.latest",,,,,,
[],['Per-Panel Filtering - Action History'],SplunkEnterpriseSecuritySuite-default,,,False,,,,,,,,,"`ppf_updates` | `get_event_id` | rename action as content.action, lookup_file as content.lookup_file, filter as content.filter, namespace as content.namespace",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Panel Filtered,ppf,"content.action,content.lookup_file,content.filter,content.namespace",,,,,,
[],['Notable Suppression - Action History'],SplunkEnterpriseSecuritySuite-default,,,False,,,,,,,,,"`suppression_audit` | rename action as content.action, signature as content.signature, status as content.status, suppression as content.suppression",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Notable Event Suppression Updated,notable_suppression,"content.action,content.signature,content.status,content.suppression",,,,,,
[],['Notable Status - Action History'],SplunkEnterpriseSecuritySuite-default,,,False,,,,,,,,,"index=_audit sourcetype=incident_review | `get_reviewstatuses` | rename comment as content.comment, owner as content.owner, rule_id as content.rule_id, rule_name as content.rule_name, status_label as content.status, urgency as content.urgency",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Notable Event Updated,notable_status,"content.comment,content.owner,content.rule_id,content.rule_name,content.status,content.urgency",,,,,,
